company name,company ticker,company location,role name,role rank,role level,total pay (USD),base pay (USD),stock (USD),bonus (USD),upper bound (USD),lower bound (USD),years at company,years of experience
honeywell,HON,United States,product-manager,3,Senior Offering Management Specialist,152500,142500,10000,0,,,,
honeywell,HON,United States,product-manager,4,Offering Manager,160500,153200,0,7300,,,,
honeywell,HON,United States,product-manager,5,Senior Offering Manager,221400,195000,0,26400,,,,
honeywell,HON,United States,product-manager,6,Director,274800,233800,10000,31000,,,,
honeywell,HON,United States,product-manager,7,VP,,,,,,,,
honeywell,HON,United States,financial-analyst,,hidden,104000,104000,0,0,,,2-4 Years,5-10 Years
honeywell,HON,United States,data-scientist,,L3,106000,106000,0,0,,,2 Years,2 Years
honeywell,HON,United States,program-manager,,hidden,180000,160000,0,20000,,,2-4 Years,5-10 Years
honeywell,HON,United States,mechanical-engineer,1,Mechanical Engineer I,73800,73800,0,0,,,,
honeywell,HON,United States,mechanical-engineer,2,Mechanical Engineer II,88800,88700,0,91,,,,
honeywell,HON,United States,mechanical-engineer,3,Advanced Mechanical Engineer,105400,104800,0,667,,,,
honeywell,HON,United States,mechanical-engineer,4,Senior Advanced Mechanical Engineer,122000,121300,0,727,,,,
honeywell,HON,United States,mechanical-engineer,5,Lead Mechanical Engineer,165300,157500,0,7800,,,,
honeywell,HON,United States,mechanical-engineer,6,Principal Mechanical Engineer,,,,,,,,
honeywell,HON,United States,mechanical-engineer,7,Fellow Mechanical Engineer,,,,,,,,
honeywell,HON,United States,software-engineering-manager,,L3,220000,200000,0,20000,,,5 Years,18 Years
globalfoundries,GFS,United States,software-engineer,,L1,85000,80000,0,5000,,,0-1 Years,0-1 Years
globalfoundries,GFS,United States,hardware-engineer,,L8,140000,140000,0,0,,,12 Years,12 Years
globalfoundries,GFS,United States,electrical-engineer,,L1,97000,90000,0,7000,,,2 Years,2 Years
globalfoundries,GFS,United States,product-manager,,Principal,225000,140000,50000,35000,,,11 Years,17 Years
globalfoundries,GFS,United States,human-resources,,,67650,,,,73400,61900,,
globalfoundries,GFS,United States,financial-analyst,,6,147000,132000,0,14500,,,4 Years,4 Years
globalfoundries,GFS,United States,technical-program-manager,,-,120000,120000,0,0,,,10 Years,12 Years
globalfoundries,GFS,United States,data-scientist,,,130000,,,,141000,119000,,
globalfoundries,GFS,United States,mechanical-engineer,,6,99000,90000,0,9000,,,4 Years,4 Years
globalfoundries,GFS,United States,civil-engineer,,,105050,,,,115000,95100,,
dexcom,DXCM,United States,software-engineer,1,"T1
Software Engineer 1
(Entry Level)",97300,92900,500,4000,,,,
dexcom,DXCM,United States,software-engineer,2,"T2
Software Engineer 2",117000,110000,0,7400,,,,
dexcom,DXCM,United States,software-engineer,3,"T3
Senior Software Engineer",150000,142000,2000,6300,,,,
dexcom,DXCM,United States,software-engineer,4,"T4
Staff Software Engineer",144000,126000,8600,10100,,,,
dexcom,DXCM,United States,software-engineer,5,"T5
Senior Staff Software Engineer",251000,176000,41800,33300,,,,
dexcom,DXCM,United States,software-engineer,6,"T6
Principal Software Engineer",,,,,,,,
dexcom,DXCM,United States,biomedical-engineer,1,"T1
Biomedical Engineer 1",,,,,,,,
dexcom,DXCM,United States,biomedical-engineer,2,"T2
Biomedical Engineer 2",,,,,,,,
dexcom,DXCM,United States,biomedical-engineer,3,"T3
Senior Biomedical Engineer",,,,,,,,
dexcom,DXCM,United States,biomedical-engineer,4,"T4
Staff Biomedical Engineer",177000,152000,12000,13300,,,,
dexcom,DXCM,United States,biomedical-engineer,5,"T5
Senior Staff Biomedical Engineer",,,,,,,,
dexcom,DXCM,United States,biomedical-engineer,6,"T6
Principal Biomedical Engineer",,,,,,,,
dexcom,DXCM,United States,hardware-engineer,1,"T1
Hardware Engineer 1",,,,,,,,
dexcom,DXCM,United States,hardware-engineer,2,"T2
Hardware Engineer 2",120000,114000,0,5800,,,,
dexcom,DXCM,United States,hardware-engineer,3,"T3
Senior Hardware Engineer",,,,,,,,
dexcom,DXCM,United States,hardware-engineer,4,"T4
Staff Hardware Engineer",,,,,,,,
dexcom,DXCM,United States,hardware-engineer,5,"T5
Senior Staff Hardware Engineer",,,,,,,,
dexcom,DXCM,United States,hardware-engineer,6,"T6
Principal Hardware Engineer",,,,,,,,
dexcom,DXCM,United States,controls-engineer,,,167000,,,,183000,151000,,
dexcom,DXCM,United States,product-manager,1,"T1
Product Manager 1",,,,,,,,
dexcom,DXCM,United States,product-manager,2,"T2
Product Manager 2",,,,,,,,
dexcom,DXCM,United States,product-manager,3,"T3
Senior Product Manager",159000,133000,16000,9500,,,,
dexcom,DXCM,United States,product-manager,4,"T4
Staff Product Manager",,,,,,,,
dexcom,DXCM,United States,product-manager,5,"T5
Senior Staff Product Manager",,,,,,,,
dexcom,DXCM,United States,product-manager,6,"T6
Principal Product Manager",,,,,,,,
dexcom,DXCM,United States,technical-program-manager,1,"T1
TPM 1",71300,68500,0,2800,,,,
dexcom,DXCM,United States,technical-program-manager,2,"T2
TPM 2",,,,,,,,
dexcom,DXCM,United States,technical-program-manager,3,"T3
Senior TPM",203000,153000,37500,13000,,,,
dexcom,DXCM,United States,technical-program-manager,4,"T4
Staff TPM",187000,143000,30000,13600,,,,
dexcom,DXCM,United States,technical-program-manager,5,"T5
Senior Staff TPM",,,,,,,,
dexcom,DXCM,United States,technical-program-manager,6,"T6
Principal TPM",,,,,,,,
dexcom,DXCM,United States,data-scientist,1,"T1
Data Scientist 1",,,,,,,,
dexcom,DXCM,United States,data-scientist,2,"T2
Data Scientist 2",129000,121000,0,7400,,,,
dexcom,DXCM,United States,data-scientist,3,"T3
Senior Data Scientist",149000,136000,0,13000,,,,
dexcom,DXCM,United States,data-scientist,4,"T4
Staff Data Scientist",,,,,,,,
dexcom,DXCM,United States,data-scientist,5,"T5
Senior Staff Data Scientist",,,,,,,,
dexcom,DXCM,United States,data-scientist,6,"T6
Principal Data Scientist",,,,,,,,
dexcom,DXCM,United States,business-analyst,,Senior,110000,100000,0,10000,,,5 Years,5 Years
dexcom,DXCM,United States,mechanical-engineer,1,"T1
Mechanical Engineer 1",,,,,,,,
dexcom,DXCM,United States,mechanical-engineer,2,"T2
Mechanical Engineer 2",,,,,,,,
dexcom,DXCM,United States,mechanical-engineer,3,"T3
Senior Mechanical Engineer",,,,,,,,
dexcom,DXCM,United States,mechanical-engineer,4,"T4
Staff Mechanical Engineer",167000,140000,9300,18300,,,,
dexcom,DXCM,United States,mechanical-engineer,5,"T5
Senior Staff Mechanical Engineer",,,,,,,,
dexcom,DXCM,United States,mechanical-engineer,6,"T6
Principal Mechanical Engineer",,,,,,,,
dexcom,DXCM,United States,product-designer,1,"T1
Product Designer 1",,,,,,,,
dexcom,DXCM,United States,product-designer,2,"T2
Product Designer 2",,,,,,,,
dexcom,DXCM,United States,product-designer,3,"T3
Senior Product Designer",136000,125000,0,11300,,,,
dexcom,DXCM,United States,product-designer,4,"T4
Staff Product Designer",194000,155000,27000,12400,,,,
dexcom,DXCM,United States,product-designer,5,"T5
Senior Staff Product Designer",,,,,,,,
dexcom,DXCM,United States,product-designer,6,"T6
Principal Product Designer",,,,,,,,
lululemon,LULU,Canada,software-engineer,1,"Associate Engineer I
(Entry Level)",143700,143700,0,0,,,,
lululemon,LULU,Canada,software-engineer,2,Associate Engineer II,,,,,,,,
lululemon,LULU,Canada,software-engineer,3,Associate Engineer III,,,,,,,,
lululemon,LULU,Canada,software-engineer,4,Engineer I,137700,134600,0,3100,,,,
lululemon,LULU,Canada,software-engineer,5,Engineer II,140500,140500,0,0,,,,
lululemon,LULU,Canada,software-engineer,6,Senior Engineer I,233800,222600,1500,9800,,,,
lululemon,LULU,Canada,software-engineer,7,Senior Engineer II,185300,161700,7900,15700,,,,
lululemon,LULU,Canada,software-engineer,8,Staff Engineer,,,,,,,,
lululemon,LULU,Canada,software-engineer,9,Principal Engineer,,,,,,,,
lululemon,LULU,Canada,software-engineer,10,Senior Principal Engineer,,,,,,,,
lululemon,LULU,Canada,solution-architect,,-,198000,165000,0,32900,,,1 Year,15 Years
lululemon,LULU,Canada,data-science-manager,,,253700,,,,272600,234800,,
lululemon,LULU,Canada,information-technologist-it,,,113250,,,,120600,105900,,
lululemon,LULU,Canada,project-manager,,L2,124000,124000,0,0,,,1 Year,2 Years
lululemon,LULU,Canada,data-analyst,,L2,113000,113000,0,0,,,0 Years,2 Years
lululemon,LULU,Canada,product-manager,,L3,152000,136000,0,15400,,,2 Years,5 Years
lululemon,LULU,Canada,financial-analyst,,,101550,,,,108200,94900,,
lululemon,LULU,Canada,data-scientist,,-,116000,116000,0,0,,,0 Years,3 Years
lululemon,LULU,Canada,business-analyst,,,126250,,,,137000,115500,,
analog devices,ADI,United States,software-engineer,1,"P1
Associate Software Engineer
(Entry Level)",101700,94400,3100,4200,,,,
analog devices,ADI,United States,software-engineer,2,"P2
Software Engineer",128100,112000,5100,11000,,,,
analog devices,ADI,United States,software-engineer,3,"P3
Senior Software Engineer",140500,127500,8500,4500,,,,
analog devices,ADI,United States,software-engineer,4,"P4
Staff Software Engineer",192900,155600,22200,15100,,,,
analog devices,ADI,United States,software-engineer,5,"P5
Principal Software Engineer",220900,180000,21500,19400,,,,
analog devices,ADI,United States,software-engineer,6,"P6
Senior Principal Software Engineer",,,,,,,,
analog devices,ADI,United States,hardware-engineer,1,"P1
Associate Hardware Engineer",102700,96500,1900,4300,,,,
analog devices,ADI,United States,hardware-engineer,2,"P2
Hardware Engineer",112100,104600,2700,4900,,,,
analog devices,ADI,United States,hardware-engineer,3,"P3
Senior Hardware Engineer",140800,133000,4900,2800,,,,
analog devices,ADI,United States,hardware-engineer,4,"P4
Staff Hardware Engineer",197500,156900,22800,17800,,,,
analog devices,ADI,United States,hardware-engineer,5,"P5
Principal Hardware Engineer",237700,168000,31600,38100,,,,
analog devices,ADI,United States,hardware-engineer,6,"P6
Senior Principal Hardware Engineer",267000,163300,45000,58700,,,,
analog devices,ADI,United States,electrical-engineer,1,P1,,,,,,,,
analog devices,ADI,United States,electrical-engineer,2,P2,123700,108700,6200,8800,,,,
analog devices,ADI,United States,electrical-engineer,3,P3,168700,141800,12500,14400,,,,
analog devices,ADI,United States,electrical-engineer,4,P4,180000,142300,24000,13700,,,,
analog devices,ADI,United States,electrical-engineer,5,P5,183700,147000,20000,16700,,,,
analog devices,ADI,United States,electrical-engineer,6,P6,,,,,,,,
analog devices,ADI,United States,product-manager,1,P1,,,,,,,,
analog devices,ADI,United States,product-manager,2,P2,,,,,,,,
analog devices,ADI,United States,product-manager,3,P3,160800,132000,6700,22200,,,,
analog devices,ADI,United States,product-manager,4,P4,,,,,,,,
analog devices,ADI,United States,product-manager,5,P5,105000,105000,0,0,,,,
analog devices,ADI,United States,product-manager,6,P6,,,,,,,,
analog devices,ADI,United States,data-scientist,1,P1,,,,,,,,
analog devices,ADI,United States,data-scientist,2,P2,,,,,,,,
analog devices,ADI,United States,data-scientist,3,P3,,,,,,,,
analog devices,ADI,United States,data-scientist,4,P4,152500,142500,10000,0,,,,
analog devices,ADI,United States,data-scientist,5,P5,,,,,,,,
analog devices,ADI,United States,data-scientist,6,P6,,,,,,,,
analog devices,ADI,United States,business-analyst,,P2,142000,132000,0,10000,,,6 Years,6 Years
analog devices,ADI,United States,marketing,1,P1,,,,,,,,
analog devices,ADI,United States,marketing,2,P2,,,,,,,,
analog devices,ADI,United States,marketing,3,P3,,,,,,,,
analog devices,ADI,United States,marketing,4,P4,,,,,,,,
analog devices,ADI,United States,marketing,5,P5,246000,191000,15000,40000,,,,
analog devices,ADI,United States,marketing,6,P6,,,,,,,,
analog devices,ADI,United States,mechanical-engineer,1,"P1
Associate Mechanical Engineer",92300,87300,0,5000,,,,
analog devices,ADI,United States,mechanical-engineer,2,"P2
Mechanical Engineer",102200,95500,2300,4500,,,,
analog devices,ADI,United States,mechanical-engineer,3,"P3
Senior Mechanical Engineer",,,,,,,,
analog devices,ADI,United States,mechanical-engineer,4,"P4
Staff Mechanical Engineer",136500,110000,20000,6500,,,,
analog devices,ADI,United States,mechanical-engineer,5,"P5
Principal Mechanical Engineer",,,,,,,,
analog devices,ADI,United States,mechanical-engineer,6,"P6
Senior Principal Mechanical Engineer",,,,,,,,
analog devices,ADI,United States,business-operations,1,P1,,,,,,,,
analog devices,ADI,United States,business-operations,2,P2,,,,,,,,
analog devices,ADI,United States,business-operations,3,P3,124300,120500,1300,2500,,,,
analog devices,ADI,United States,business-operations,4,P4,,,,,,,,
analog devices,ADI,United States,business-operations,5,P5,,,,,,,,
analog devices,ADI,United States,business-operations,6,P6,,,,,,,,
analog devices,ADI,United States,product-designer,1,P1,,,,,,,,
analog devices,ADI,United States,product-designer,2,P2,,,,,,,,
analog devices,ADI,United States,product-designer,3,P3,170700,144700,8300,17700,,,,
analog devices,ADI,United States,product-designer,4,P4,162500,145000,10000,7500,,,,
analog devices,ADI,United States,product-designer,5,P5,,,,,,,,
analog devices,ADI,United States,product-designer,6,P6,,,,,,,,
marriott,MAR,United States,software-engineer,,L3,150000,150000,0,0,,,1 Year,3 Years
marriott,MAR,United States,sales,,Senior Sales Manager,60000,60000,0,0,,,3 Years,3 Years
marriott,MAR,United States,information-technologist-it,,hidden,93800,89300,0,4500,,,5-10 Years,5-10 Years
marriott,MAR,United States,project-manager,,hidden,215000,160000,10000,45000,,,11+ Years,11+ Years
marriott,MAR,United States,data-analyst,,L1,125000,125000,0,0,,,3 Years,7 Years
marriott,MAR,United States,product-manager,,Director,205000,160000,10000,35000,,,8 Years,15 Years
marriott,MAR,United States,human-resources,,L3,116000,116000,0,0,,,3 Years,3 Years
marriott,MAR,United States,data-scientist,,L3,168000,140000,0,28000,,,2 Years,5 Years
marriott,MAR,United States,accountant,,,33100,,,,35900,30300,,
marriott,MAR,United States,administrative-assistant,,,9750,,,,10600,8900,,
electronic-arts,EA,United States,software-engineer,1,"Associate SE
(Entry Level)",117000,88800,28000,0,,,,
electronic-arts,EA,United States,software-engineer,2,SE 1,126000,112000,12000,1600,,,,
electronic-arts,EA,United States,software-engineer,3,SE 2,190000,139000,35500,14600,,,,
electronic-arts,EA,United States,software-engineer,4,SE 3,202000,161000,26900,14100,,,,
electronic-arts,EA,United States,software-engineer,5,Senior SE 1,254000,184000,38000,31500,,,,
electronic-arts,EA,United States,software-engineer,6,Senior SE 2,321000,209000,67200,44900,,,,
electronic-arts,EA,United States,software-engineer,7,Principal SE,,,,,,,,
electronic-arts,EA,United States,project-manager,,L5,145000,145000,0,0,,,1 Year,7 Years
electronic-arts,EA,United States,recruiter,,Recruiter,123000,101000,11000,10100,,,2 Years,4 Years
electronic-arts,EA,United States,product-manager,1,Associate Product Manager,94100,94100,0,0,,,,
electronic-arts,EA,United States,product-manager,2,Product Manager I,159000,125000,14000,20200,,,,
electronic-arts,EA,United States,product-manager,3,Product Manager II,,,,,,,,
electronic-arts,EA,United States,product-manager,4,Product Manager III,159000,142000,6700,10000,,,,
electronic-arts,EA,United States,product-manager,5,Senior Product Manager I,183000,152000,19900,11000,,,,
electronic-arts,EA,United States,product-manager,6,Senior Product Manager II,270000,184000,52500,33800,,,,
electronic-arts,EA,United States,product-manager,7,Principal Product Manager,362000,221000,87400,54300,,,,
electronic-arts,EA,United States,technical-program-manager,1,Associate TPM,,,,,,,,
electronic-arts,EA,United States,technical-program-manager,2,TPM I,,,,,,,,
electronic-arts,EA,United States,technical-program-manager,3,TPM II,,,,,,,,
electronic-arts,EA,United States,technical-program-manager,4,TPM III,,,,,,,,
electronic-arts,EA,United States,technical-program-manager,5,Senior TPM I,250000,185000,36500,28500,,,,
electronic-arts,EA,United States,technical-program-manager,6,Senior TPM II,,,,,,,,
electronic-arts,EA,United States,technical-program-manager,7,Principal TPM,,,,,,,,
electronic-arts,EA,United States,data-scientist,,21,160000,120000,20000,20000,,,2 Years,2 Years
electronic-arts,EA,United States,marketing,,L2,110000,110000,0,0,,,3 Years,7 Years
electronic-arts,EA,United States,software-engineering-manager,,Software engineer manager,399000,239000,160000,0,,,8 Years,8 Years
electronic-arts,EA,United States,product-designer,,L2,149000,104000,30000,15000,,,4 Years,10 Years
axon,AXON,United States,software-engineer,1,"L6
SWE I
(Entry Level)",148000,125000,11800,10300,,,,
axon,AXON,United States,software-engineer,2,"L7
SWE II",212000,161000,35800,15200,,,,
axon,AXON,United States,software-engineer,3,"L8
Senior SWE I",264000,171000,80100,12800,,,,
axon,AXON,United States,software-engineer,4,"L9
Senior SWE II",317000,182000,106000,28600,,,,
axon,AXON,United States,software-engineer,5,"L10
Staff SWE",376000,233000,120000,23300,,,,
axon,AXON,United States,software-engineer,6,"L11
Senior Staff SWE",,,,,,,,
axon,AXON,United States,software-engineer,7,"L12
Distinguised Engineer",,,,,,,,
axon,AXON,United States,software-engineer,8,"L13
Technical Fellow",,,,,,,,
